Snapshot;Entity;Code;ChangeType
514cd30b4b6bf37bd6897d9a01068e6b971ddeea;METHOD;org.apache.coyote.http11.Http11AprProcessor.process(long);MODIFIED
514cd30b4b6bf37bd6897d9a01068e6b971ddeea;METHOD;org.apache.coyote.http11.Http11Processor.process(Socket);MODIFIED
514cd30b4b6bf37bd6897d9a01068e6b971ddeea;METHOD;org.apache.tomcat.util.net.Worker.start();MODIFIED
514cd30b4b6bf37bd6897d9a01068e6b971ddeea;METHOD;org.apache.tomcat.util.net.Worker.start();MODIFIED
4c7d6f18c4d56ca4ca2dae4f1b57caa2d4cfb19c;METHOD;org.apache.catalina.core.StandardWrapper.StandardWrapper();MODIFIED
618c4d9614fe0fb592aa63f283e25c666226ddef;METHOD;org.apache.jasper.runtime.TagHandlerPool.get(Class);MODIFIED
618c4d9614fe0fb592aa63f283e25c666226ddef;METHOD;org.apache.jasper.runtime.TagHandlerPool.reuse(Tag);MODIFIED
618c4d9614fe0fb592aa63f283e25c666226ddef;METHOD;org.apache.jasper.runtime.TagHandlerPool.release();MODIFIED
618c4d9614fe0fb592aa63f283e25c666226ddef;METHOD;org.apache.jasper.runtime.AnnotationProcessor.postConstruct(Object);MODIFIED
dcb32b15f1b762fcf067dc5332d7b7daca92e2f0;METHOD;org.apache.jasper.EmbeddedServletOptions.EmbeddedServletOptions(ServletConfig,ServletContext);MODIFIED
dcb32b15f1b762fcf067dc5332d7b7daca92e2f0;METHOD;org.apache.jasper.runtime.TagHandlerPool.init(ServletConfig);MODIFIED
dcb32b15f1b762fcf067dc5332d7b7daca92e2f0;METHOD;org.apache.jasper.runtime.TagHandlerPool.get(Class);MODIFIED
dcb32b15f1b762fcf067dc5332d7b7daca92e2f0;METHOD;org.apache.jasper.runtime.TagHandlerPool.reuse(Tag);MODIFIED
dcb32b15f1b762fcf067dc5332d7b7daca92e2f0;METHOD;org.apache.jasper.runtime.TagHandlerPool.release();MODIFIED
356ca346688be0c7fc8db1b98588649559f6251e;METHOD;org.apache.tomcat.util.net.AprEndpoint.init();MODIFIED
044183003d32599bd56f5581bb3a98a709e83b0c;METHOD;org.apache.tomcat.util.net.AprEndpoint.init();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.catalina.connector.CoyoteAdapter.service(org,org);MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.coyote.http11.Http11AprProcessor.process(long);MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.coyote.http11.Http11AprProcessor.action(ActionCode,Object);MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.coyote.http11.Http11AprProcessor.prepareRequest();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.nextRequest();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.AprEndpoint.init();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.AprEndpoint.start();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.Poller.init();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.Poller.destroy();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.Poller.add(long);MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.Poller.run();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.Worker.assign(long);MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.Worker.run();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.SocketProcessor.run();MODIFIED
62d01f2c3caae42b60161c8566015aee48648949;METHOD;org.apache.tomcat.util.net.Handler.process(long);MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.catalina.connector.CoyoteAdapter.service(org,org);MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.coyote.http11.Http11AprProcessor.event(boolean);MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.coyote.http11.Http11AprProcessor.process(long);MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.tomcat.util.net.AprEndpoint.stop();MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.tomcat.util.net.Poller.init();MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.tomcat.util.net.Poller.destroy();MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.tomcat.util.net.Poller.add(long);MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.tomcat.util.net.Poller.run();MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.tomcat.util.net.Worker.run();MODIFIED
866474163a36185214428829def3fc31d2c30087;METHOD;org.apache.catalina.servlets.CometServlet.begin(HttpServletRequest,HttpServletResponse);MODIFIED
1e8b770e9990539a860203abd1d5633818daeab6;METHOD;org.apache.catalina.connector.CoyoteAdapter.event(org,org,boolean);MODIFIED
1e8b770e9990539a860203abd1d5633818daeab6;METHOD;org.apache.catalina.CometProcessor.read(HttpServletRequest,HttpServletResponse);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Connector);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Context);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(ContextEnvironment);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(ContextResource);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(ContextResourceLink);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Engine);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Group);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Host);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Loader);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Manager);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(MBeanFactory);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(NamingResources);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Realm);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Role);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Server);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Service);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(User);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(UserDatabase);MODIFIED
6c73b59019e8b47422337103a2bdcd7ef7eb1952;METHOD;org.apache.catalina.mbeans.MBeanUtils.createMBean(Valve);MODIFIED
ab25d957ccd7e6a888dccc3cdc660c89cb22df93;METHOD;org.apache.catalina.util.AnnotationProcessor.preDestroy(Object);MODIFIED
ab25d957ccd7e6a888dccc3cdc660c89cb22df93;METHOD;org.apache.jasper.runtime.AnnotationProcessor.preDestroy(Object);MODIFIED
9a18a49830ad16c60d99111e554e64680fc50ebd;METHOD;org.apache.jasper.runtime.AnnotationProcessor.postConstruct(Object);MODIFIED
9a18a49830ad16c60d99111e554e64680fc50ebd;METHOD;org.apache.jasper.runtime.AnnotationProcessor.preDestroy(Object);MODIFIED
400e51ac3a86812f80e6a4df5fce62cb8f9e7177;METHOD;org.apache.tomcat.util.modeler.Registry.stop();MODIFIED
400e51ac3a86812f80e6a4df5fce62cb8f9e7177;METHOD;org.apache.tomcat.util.modeler.Registry.addManagedBean(ManagedBean);MODIFIED
400e51ac3a86812f80e6a4df5fce62cb8f9e7177;METHOD;org.apache.tomcat.util.modeler.Registry.findManagedBean(String);MODIFIED
400e51ac3a86812f80e6a4df5fce62cb8f9e7177;METHOD;org.apache.tomcat.util.modeler.Registry.findManagedBeans();MODIFIED
400e51ac3a86812f80e6a4df5fce62cb8f9e7177;METHOD;org.apache.tomcat.util.modeler.Registry.findManagedBeans(String);MODIFIED
400e51ac3a86812f80e6a4df5fce62cb8f9e7177;METHOD;org.apache.tomcat.util.modeler.Registry.removeManagedBean(ManagedBean);MODIFIED
400e51ac3a86812f80e6a4df5fce62cb8f9e7177;METHOD;org.apache.tomcat.util.modeler.Registry.loadDescriptors(String,ClassLoader);MODIFIED
d8ee711000a26fc2cf098bc1dfd414948b4411fa;METHOD;org.apache.catalina.startup.WebAnnotationSet.loadApplicationServletAnnotations(Context);MODIFIED
d8ee711000a26fc2cf098bc1dfd414948b4411fa;METHOD;org.apache.catalina.util.AnnotationProcessor.postConstruct(Object);MODIFIED
d8ee711000a26fc2cf098bc1dfd414948b4411fa;METHOD;org.apache.catalina.util.AnnotationProcessor.preDestroy(Object);MODIFIED
d8ee711000a26fc2cf098bc1dfd414948b4411fa;METHOD;org.apache.catalina.util.AnnotationProcessor.injectNamingResources(javax,Object);MODIFIED
33772dbad8e7521a0b4845b24fd3293da43690a9;METHOD;org.apache.catalina.connector.CoyoteAdapter.event(org,org,boolean);MODIFIED
33772dbad8e7521a0b4845b24fd3293da43690a9;METHOD;org.apache.catalina.servlets.CometServlet.service(HttpServletRequest,HttpServletResponse);MODIFIED
487f57db342d80ead1dd84488728514de0fe4f3e;METHOD;org.apache.tomcat.util.net.AprEndpoint.destroy();MODIFIED
487f57db342d80ead1dd84488728514de0fe4f3e;METHOD;org.apache.tomcat.util.net.Poller.init();MODIFIED
487f57db342d80ead1dd84488728514de0fe4f3e;METHOD;org.apache.tomcat.util.net.Poller.destroy();MODIFIED
487f57db342d80ead1dd84488728514de0fe4f3e;METHOD;org.apache.tomcat.util.net.Poller.run();MODIFIED
487f57db342d80ead1dd84488728514de0fe4f3e;METHOD;org.apache.tomcat.util.net.Sendfile.destroy();MODIFIED
487f57db342d80ead1dd84488728514de0fe4f3e;METHOD;org.apache.tomcat.util.net.Sendfile.run();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.recycle();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.nextRequest();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.parseRequestLine(boolean);MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.parseHeaders();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.parseHeader();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.fill();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprInputBuffer.InternalAprInputBuffer(Request,int,long);MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprOutputBuffer.recycle();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprOutputBuffer.nextRequest();MODIFIED
269eeac4907aca21cfb820c9b18a425f6cb2c0f5;METHOD;org.apache.coyote.http11.InternalAprOutputBuffer.InternalAprOutputBuffer(Response,int);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.recycle();MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.close();MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.doFlush(boolean);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.write(byte,int,int);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.writeByte(int);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.write(int);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.write(char,int,int);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.write(String,int,int);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.write(String);MODIFIED
3b9739bcac7f0a447f11d4908d15e27ab453463e;METHOD;org.apache.catalina.connector.OutputBuffer.OutputBuffer(int);MODIFIED
ef69911cfeb49cf6cf53d10f77e980fae031a83f;METHOD;org.apache.coyote.http11.Http11AprProcessor.event(boolean);MODIFIED
f019587ce19478dc4f55d122295121f229e36713;METHOD;org.apache.coyote.http11.Http11AprProcessor.event(boolean);MODIFIED
f9ae329864bb8306e1f7cb4e1ba5f29dd471ef09;METHOD;org.apache.catalina.startup.Bootstrap.main(String);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.getGetMethod();MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.setGetMethod(String);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.setIs(boolean);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.setReadable(boolean);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.getSetMethod();MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.setSetMethod(String);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.setWriteable(boolean);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.AttributeInfo.createAttributeInfo();MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.BaseModelMBean.getAttribute(String);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.BaseModelMBean.getMBeanInfo();MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.BaseModelMBean.invoke(String,Object,String);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.BaseModelMBean.getAttributeClass(String);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.BaseModelMBean.setAttribute(Attribute);MODIFIED
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd;METHOD;org.apache.tomcat.util.modeler.BaseModelMBean.setAttributes(AttributeList);MODIFIED
