Snapshot;Date;Directory;Code;ChangeType
cbe3699a59de5c16d08b54f1a0955487463a24bc;9 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi;org.apache.derbyTesting.functionTests.tests.jdbcapi.SURTest;M
cbe3699a59de5c16d08b54f1a0955487463a24bc;9 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi;org.apache.derbyTesting.functionTests.tests.jdbcapi.UpdatableResultSetTest;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/client/org/apache/derby/client/am;org.apache.derby.client.am.LogicalConnection40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/client/org/apache/derby/client/net;org.apache.derby.client.net.NetConnection40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/client/org/apache/derby/jdbc;org.apache.derby.jdbc.ClientConnectionPoolDataSource40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/client/org/apache/derby/jdbc;org.apache.derby.jdbc.ClientDataSource40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/client/org/apache/derby/jdbc;org.apache.derby.jdbc.ClientXADataSource40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/engine/org/apache/derby/iapi/jdbc;org.apache.derby.iapi.jdbc.BrokeredConnection40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/engine/org/apache/derby/impl/jdbc;org.apache.derby.impl.jdbc.EmbedConnection40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/engine/org/apache/derby/jdbc;org.apache.derby.jdbc.EmbeddedConnectionPoolDataSource40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/engine/org/apache/derby/jdbc;org.apache.derby.jdbc.EmbeddedDataSource40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/engine/org/apache/derby/jdbc;org.apache.derby.jdbc.EmbeddedXADataSource40;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4;org.apache.derbyTesting.functionTests.tests.jdbc4.ConnectionTest;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4;org.apache.derbyTesting.functionTests.tests.jdbc4.TestData;D
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4;org.apache.derbyTesting.functionTests.tests.jdbc4.TestDbMetaData;M
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4;org.apache.derbyTesting.functionTests.tests.jdbc4.TestQuery;D
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4;org.apache.derbyTesting.functionTests.tests.jdbc4.TestQueryObject;D
21994fde652333b11f8f6e6d93de3b81f8b33423;7 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4;org.apache.derbyTesting.functionTests.tests.jdbc4.VerifySignatures;M
1f5e09c02ab55dabff5ebb588eabf58ca97f67a6;6 Oct 2006;java/engine/org/apache/derby/iapi/sql/dictionary;org.apache.derby.iapi.sql.dictionary.DataDictionary;M
1f5e09c02ab55dabff5ebb588eabf58ca97f67a6;6 Oct 2006;java/engine/org/apache/derby/impl/sql/catalog;org.apache.derby.impl.sql.catalog.DataDictionaryImpl;M
1f5e09c02ab55dabff5ebb588eabf58ca97f67a6;6 Oct 2006;java/engine/org/apache/derby/impl/sql/catalog;org.apache.derby.impl.sql.catalog.SYSCOLPERMSRowFactory;M
1f5e09c02ab55dabff5ebb588eabf58ca97f67a6;6 Oct 2006;java/engine/org/apache/derby/impl/sql/execute;org.apache.derby.impl.sql.execute.AlterTableConstantAction;M
8c77dfda4b0b97e2c3f6ed1887822871ad7b401e;5 Oct 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.FromBaseTable;M
37c4eea480e1ade641fb7bb74e858c4f3a86be34;4 Oct 2006;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests;org.apache.derbyTesting.functionTests.tests.upgradeTests.UpgradeTester;M
db2f3ba048c588da4b874af2491ee674b043d0f0;1 Oct 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.OptimizerImpl;M
e778b2ed5b753cf51e94d8ea20b7d474be8c49a4;30 Sep 2006;java/engine/org/apache/derby/iapi/sql/compile;org.apache.derby.iapi.sql.compile.CompilerContext;M
e778b2ed5b753cf51e94d8ea20b7d474be8c49a4;30 Sep 2006;java/engine/org/apache/derby/iapi/sql/conn;org.apache.derby.iapi.sql.conn.Authorizer;M
e778b2ed5b753cf51e94d8ea20b7d474be8c49a4;30 Sep 2006;java/engine/org/apache/derby/iapi/sql/dictionary;org.apache.derby.iapi.sql.dictionary.StatementSchemaPermission;M
e778b2ed5b753cf51e94d8ea20b7d474be8c49a4;30 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.CompilerContextImpl;M
e778b2ed5b753cf51e94d8ea20b7d474be8c49a4;30 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.DropSchemaNode;M
3961d1ce12f86a0c940566ac395d3446991becbd;28 Sep 2006;java/engine/org/apache/derby/iapi/types;org.apache.derby.iapi.types.XML;M
d38b4a9366eeb2059f83fa25cb6fa232ce30e217;28 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.maxthreads;M
d38b4a9366eeb2059f83fa25cb6fa232ce30e217;28 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.runtimeinfo;M
d38b4a9366eeb2059f83fa25cb6fa232ce30e217;28 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.sysinfo;M
d38b4a9366eeb2059f83fa25cb6fa232ce30e217;28 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.testconnection;M
d38b4a9366eeb2059f83fa25cb6fa232ce30e217;28 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.testij;M
d38b4a9366eeb2059f83fa25cb6fa232ce30e217;28 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.timeslice;M
d38b4a9366eeb2059f83fa25cb6fa232ce30e217;28 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/util;org.apache.derbyTesting.functionTests.util.ExecProcUtil;A
4eb47b518e9d55e14b3e3f2cee06459acc3f9e00;25 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.DRDAProtocolException;M
4eb47b518e9d55e14b3e3f2cee06459acc3f9e00;25 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.dataSourcePermissions_net;M
4eb47b518e9d55e14b3e3f2cee06459acc3f9e00;25 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.testSecMec;M
4eb47b518e9d55e14b3e3f2cee06459acc3f9e00;25 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4;org.apache.derbyTesting.functionTests.tests.jdbc4.TestConnectionMethods;M
4eb47b518e9d55e14b3e3f2cee06459acc3f9e00;25 Sep 2006;java/testing/org/apache/derbyTesting/junit;org.apache.derbyTesting.junit.NetworkServerTestSetup;M
e67aab8b6b936b983dd2c5497f39cf6d49e088ab;24 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/lang;org.apache.derbyTesting.functionTests.tests.lang.VTITest;A
e67aab8b6b936b983dd2c5497f39cf6d49e088ab;24 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/lang;org.apache.derbyTesting.functionTests.tests.lang._Suite;M
3d243deb810042cb13ad4138129921b0101806fd;22 Sep 2006;java/engine/org/apache/derby/impl/jdbc;org.apache.derby.impl.jdbc.EmbedResultSet;M
658308b5f9213cffc44545ff4be39596ea7eadfc;22 Sep 2006;java/client/org/apache/derby/client/net;org.apache.derby.client.net.NetConnection;M
658308b5f9213cffc44545ff4be39596ea7eadfc;22 Sep 2006;java/engine/org/apache/derby/catalog;org.apache.derby.catalog.SystemProcedures;M
658308b5f9213cffc44545ff4be39596ea7eadfc;22 Sep 2006;java/engine/org/apache/derby/iapi/sql/dictionary;org.apache.derby.iapi.sql.dictionary.ColumnDescriptor;M
658308b5f9213cffc44545ff4be39596ea7eadfc;22 Sep 2006;java/engine/org/apache/derby/impl/sql/catalog;org.apache.derby.impl.sql.catalog.DataDictionaryImpl;M
658308b5f9213cffc44545ff4be39596ea7eadfc;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/lang;org.apache.derbyTesting.functionTests.tests.lang.SQLAuthorizationPropTest;M
658308b5f9213cffc44545ff4be39596ea7eadfc;22 Sep 2006;java/testing/org/apache/derbyTesting/junit;org.apache.derbyTesting.junit.BaseJDBCTestCase;M
658308b5f9213cffc44545ff4be39596ea7eadfc;22 Sep 2006;java/testing/org/apache/derbyTesting/junit;org.apache.derbyTesting.junit.TestConfiguration;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/services/io;org.apache.derby.iapi.services.io.RegisteredFormatIds;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/services/io;org.apache.derby.iapi.services.io.StoredFormatIds;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/sql/dictionary;org.apache.derby.iapi.sql.dictionary.DataDictionary;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/sql/dictionary;org.apache.derby.iapi.sql.dictionary.StatementSchemaPermission;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/sql/execute;org.apache.derby.iapi.sql.execute.ResultSetFactory;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/types;org.apache.derby.iapi.types.SQLTime;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/types;org.apache.derby.iapi.types.SQLTimestamp;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/types;org.apache.derby.iapi.types.SqlXmlUtil;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/iapi/types;org.apache.derby.iapi.types.XML;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/catalog;org.apache.derby.impl.sql.catalog.DD_Version;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/catalog;org.apache.derby.impl.sql.catalog.DataDictionaryImpl;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.DistinctNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.DropViewNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.FromBaseTable;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.FromVTI;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.GroupByNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.HashJoinStrategy;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.HashTableNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.IndexToBaseRowNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.IntersectOrExceptNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.JoinNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.MaterializeResultSetNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.NestedLoopJoinStrategy;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.NormalizeResultSetNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.OrderByList;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.ProjectRestrictNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.ResultSetNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.RowResultSetNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.ScrollInsensitiveResultSetNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.UnionNode;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/conn;org.apache.derby.impl.sql.conn.GenericAuthorizer;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/execute;org.apache.derby.impl.sql.execute.DDLConstantAction;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/execute;org.apache.derby.impl.sql.execute.GenericResultSetFactory;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/execute;org.apache.derby.impl.sql.execute.MergeJoinResultSet;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/execute;org.apache.derby.impl.sql.execute.PrivilegeInfo;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/engine/org/apache/derby/impl/sql/execute;org.apache.derby.impl.sql.execute.TablePrivilegeInfo;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/shared/org/apache/derby/shared/common/reference;org.apache.derby.shared.common.reference.SQLState;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/lang;org.apache.derbyTesting.functionTests.tests.lang.TimeHandlingTest;M
f1a587f4d0fda610ad40556c435769b7e68617bb;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/lang;org.apache.derbyTesting.functionTests.tests.lang.timestampArith;M
01bfbca43fa594e3c3d72817da768a311a182f85;22 Sep 2006;java/client/org/apache/derby/client/am;org.apache.derby.client.am.Version;M
01bfbca43fa594e3c3d72817da768a311a182f85;22 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.NetworkServerControlImpl;M
01bfbca43fa594e3c3d72817da768a311a182f85;22 Sep 2006;java/engine/org/apache/derby/impl/jdbc;org.apache.derby.impl.jdbc.EmbedDatabaseMetaData;M
01bfbca43fa594e3c3d72817da768a311a182f85;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi;org.apache.derbyTesting.functionTests.tests.jdbcapi.metadata_test;M
88043ab9b9dd98e0ae4b24383c58d742eb68a7da;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.ResultColumnList;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.NetworkServerControlImpl;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.ColumnReference;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.DMLModStatementNode;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.FKConstraintDefinitionNode;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.FromBaseTable;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.FromTable;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.InsertNode;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.OptimizerImpl;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.QueryTreeNode;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/engine/org/apache/derby/impl/sql/compile;org.apache.derby.impl.sql.compile.UpdateNode;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/harness;org.apache.derbyTesting.functionTests.harness.ProcessStreamResult;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;org.apache.derbyTesting.functionTests.tests.derbynet.testProperties;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi;org.apache.derbyTesting.functionTests.tests.jdbcapi.checkDataSource;M
4510001ec30f22f44da6289720cc123336de0b82;22 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/lang;org.apache.derbyTesting.functionTests.tests.lang.declareGlobalTempTableJava;M
5dccb52e458950cfbe002c3a417ebaa5dc8cdae2;15 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.DRDAConnThread;M
5dccb52e458950cfbe002c3a417ebaa5dc8cdae2;15 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.NetworkServerControlImpl;M
5dccb52e458950cfbe002c3a417ebaa5dc8cdae2;15 Sep 2006;java/engine/org/apache/derby/iapi/store/access;org.apache.derby.iapi.store.access.Qualifier;M
5dccb52e458950cfbe002c3a417ebaa5dc8cdae2;15 Sep 2006;java/engine/org/apache/derby/impl/io;org.apache.derby.impl.io.DirStorageFactory;M
5dccb52e458950cfbe002c3a417ebaa5dc8cdae2;15 Sep 2006;java/engine/org/apache/derby/impl/io;org.apache.derby.impl.io.DirStorageFactory4;M
5dccb52e458950cfbe002c3a417ebaa5dc8cdae2;15 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/lang;org.apache.derbyTesting.functionTests.tests.lang.GetPropertyInfoTest;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.ClientThread;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.DRDAConnThread;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/drda/org/apache/derby/impl/drda;org.apache.derby.impl.drda.NetworkServerControlImpl;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/engine/org/apache/derby/iapi/store/raw/log;org.apache.derby.iapi.store.raw.log.LogFactory;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/engine/org/apache/derby/impl/store/raw;org.apache.derby.impl.store.raw.RawStore;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/engine/org/apache/derby/impl/store/raw/log;org.apache.derby.impl.store.raw.log.LogToFile;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/engine/org/apache/derby/impl/store/raw/log;org.apache.derby.impl.store.raw.log.ReadOnly;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/shared/org/apache/derby/shared/common/reference;org.apache.derby.shared.common.reference.SQLState;M
0769172c45b7d162f615af6c4e87523dbf2a274c;15 Sep 2006;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/DerbyNetAutoStart.java;M
